URI,Label,Definition,Notation,Status,AcceptedDate,hasWFDQualityElement,hasCombinationTableDeterminandUom,skos_exactMatch
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_31-03-8","Total dissolved solids",,"EEA_31-03-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-1-1-2",,
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_3111-01-1","Secchi depth",,"EEA_3111-01-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-1-1-1",,
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_3112-01-4","Turbidity",,"EEA_3112-01-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-1-1-2",,
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_3121-01-5","Water temperature",,"EEA_3121-01-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-1-2-1",,
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_182346-21-0","BDE 85 (2,2’,3,4,4’-pentabromodiphenyl ether)",,"CAS_182346-21-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/222",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1825-21-4","Pentachloroanisole",,"CAS_1825-21-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/223",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_182677-30-1","BDE 138 (2,2’,3,4,4’,5’-hexabromodiphenyl ether)",,"CAS_182677-30-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/225",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1836-75-5","Nitrophen",,"CAS_1836-75-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/226",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_18540-29-9","Chromium (VI)",,"CAS_18540-29-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/228",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1861-40-1","Benfluralin",,"CAS_1861-40-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/229",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_187022-11-3","Acetochlor ESA",,"CAS_187022-11-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/231",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_18785-72-3","Sulphate",,"CAS_18785-72-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-1-4-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/232",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_189084-64-8","BDE 100 (2,2’,4,4’,6-pentabromodiphenyl ether)",,"CAS_189084-64-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/234",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1912-24-9","Atrazine",,"CAS_1912-24-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/237",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1912-26-1","Trietazine",,"CAS_1912-26-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/238",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_139-40-2","Propazine",,"CAS_139-40-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/149",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_140-57-8","Aramite",,"CAS_140-57-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/152",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1668-54-8","2-methyl-4-amino-6-methoxy-s-triazine",,"CAS_1668-54-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/201",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1646-87-3","Aldicarb sulfoxide",,"CAS_1646-87-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/195",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1646-88-4","Aldoxycarb",,"CAS_1646-88-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/196",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_120923-37-7","Amidosulfuron",,"CAS_120923-37-7","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/81",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_3337-71-1","Asulam",,"CAS_3337-71-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/352",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_2642-71-9","Azinphos-ethyl",,"CAS_2642-71-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/305",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_3813-05-6","Benazolin",,"CAS_3813-05-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/381",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_22781-23-3","Bendiocarb",,"CAS_22781-23-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/279",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_83055-99-6","Bensulfuron-methyl",,"CAS_83055-99-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/646",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_188425-85-6","Boscalid",,"CAS_188425-85-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/233",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_41483-43-6","Bupirimate",,"CAS_41483-43-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/400",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_3766-60-7","Buturon",,"CAS_3766-60-7","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/378",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_3812-32-6","Carbonate",,"CAS_3812-32-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3",,
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_13360-45-7","Chlorbromuron",,"CAS_13360-45-7","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/128",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_139968-49-3","Metaflumizone",,"CAS_139968-49-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/151",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_26787-78-0","Amoxicillin",,"CAS_26787-78-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/306",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_85721-33-1","Ciprofloxacin",,"CAS_85721-33-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/662",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-05-6","BTEX",,"EEA_33-05-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/763",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-06-7","Chlorinated benzene",,"EEA_33-06-7","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/764",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-07-8","Chlorinated phenol",,"EEA_33-07-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/765",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-08-9","Chromium (III)",,"EEA_33-08-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/766",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-09-0","Detergents",,"EEA_33-09-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/767",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-10-3","Dichlorobenzene",,"EEA_33-10-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/768",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-11-4","Dichlorophenol",,"EEA_33-11-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/769",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-13-6","DOX",,"EEA_33-13-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/770",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-14-7","Extractable organically bound chlorine",,"EEA_33-14-7","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/771",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-15-8","Halogenated organic compounds",,"EEA_33-15-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/772",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-17-0","Hydrocarbons",,"EEA_33-17-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/773",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-18-1","Meta xylene + para xylene",,"EEA_33-18-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/774",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/EEA_33-19-2","Mono basic phenols",,"EEA_33-19-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/775",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_14998-27-7","Chlorite",,"CAS_14998-27-7","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/171",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_151-21-3","Sodium dodecyl sulfate",,"CAS_151-21-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/173",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_15165-67-0","Dichlorprop-P",,"CAS_15165-67-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/174",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_152019-73-3","Metolachlor OA",,"CAS_152019-73-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/175",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_15307-79-6","Diclofenac sodium",,"CAS_15307-79-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/177",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_15307-86-5","Diclofenac",,"CAS_15307-86-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/178",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_153719-23-4","Thiamethoxam",,"CAS_153719-23-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/179",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_15541-45-4","Bromate",,"CAS_15541-45-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/180",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_15545-48-9","Chlortoluron",,"CAS_15545-48-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/181",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1563-66-2","Carbofuran",,"CAS_1563-66-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/182",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_156-59-2","cis-1,2-dichloroethene",,"CAS_156-59-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/183",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_156-60-5","trans-1,2-dichloroethene",,"CAS_156-60-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/184",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_15687-27-1","Ibuprofen",,"CAS_15687-27-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/185",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_7012-37-5","PCB 28 (2,4,4’-trichlorobiphenyl)",,"CAS_7012-37-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/535",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_70124-77-5","Flucythrinate",,"CAS_70124-77-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/536",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_70362-41-3","PCB 106 (2,3,3',4,5'-pentachlorobiphenyl)",,"CAS_70362-41-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/537",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_70362-50-4","PCB 81 (3,4,4',5-tetrachlorobiphenyl)",,"CAS_70362-50-4","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/538",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_70630-17-0","Metalaxyl-M",,"CAS_70630-17-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/539",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_70648-26-9","1,2,3,4,7,8-H6CDF",,"CAS_70648-26-9","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/540",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_70776-03-3","Naphthalene, chloro derivatives",,"CAS_70776-03-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/541",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_7085-19-0","Mecoprop",,"CAS_7085-19-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/542",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_71-43-2","Benzene",,"CAS_71-43-2","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-2","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/544",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_71-52-3","Hydrogen Carbonate (Bicarbonate) HCO3",,"CAS_71-52-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-1-5-3",,
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_71-55-6","1,1,1-trichloroethane",,"CAS_71-55-6","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/545",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_72-20-8","Endrin",,"CAS_72-20-8","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/548",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_15950-66-0","2,3,4-trichlorophenol",,"CAS_15950-66-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/189",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_175013-18-0","Carbamic acid",,"CAS_175013-18-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/217",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_2104-96-3","Bromophos",,"CAS_2104-96-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/267",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_298-03-3","Demeton-O",,"CAS_298-03-3","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/318",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_302-17-0","2,2,2-trichloroethane-1,1-diol",,"CAS_302-17-0","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/325",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_3209-22-1","1,2-dichloro-3-nitrobenzene",,"CAS_3209-22-1","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/336",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_32-23-5","2,4-DEP",,"CAS_32-23-5","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/337",
"http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_38260-54-7","Phosphorothioic acid",,"CAS_38260-54-7","valid","2020-10-12","http://dd.eionet.europa.eu/vocabulary/wise/WFDQualityElement/QE3-3","http://dd.eionet.europa.eu/vocabulary/wise/QCCombinationTableDeterminandUom/382",
